marka,motor_kodu,uretim_yillari,hacim_cc,guc_hp,tork_nm,yakit_tipi,silindir_konf,silindir_sayisi,blok_malzemesi,turbo,kompresyon_orani,tavsiye_edilen_yag,yag_kapasitesi_l,motor_omru_km,agirlik_kg,euro_standardi
Volvo,D13A480,2005-09-01 00:00:00,12800.0,,,Dizel,,,,Bilinmiyor,,,,,,euro 3
MAN,D2848,,14618.0,,,Dizel,,,,Bilinmiyor,,,,,,
Volvo,D7B260,,6700.0,,,Dizel,,,,Bilinmiyor,,,,,,
MMZ,D-245,1984,4750.0,,,Dizel,,,,Bilinmiyor,,,12.0,,450.0,euro 0-5
MAN,D2866,1998,11967.0,,,Dizel,,,,Bilinmiyor,,,,,,euro 2/ euro 3
Alfa Romeo,AR32201,1997-2001,1747.0,144.0,169.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.3,10w-40,4.4,270000.0,160.0,euro 2
Audi,BYT,2007,1798.0,160.0,250.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,230000.0,154.0,euro 4
Volkswagen,BZB,2007-2010,1798.0,160.0,250.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,300000.0,154.0,euro 4
Audi,CABA,2008-2009,1798.0,120.0,230.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,260000.0,154.0,euro 4
DAF,BN 52,,2498.0,,,Dizel,,,,Bilinmiyor,,,,,,
Scania,DS11,1996,11022.0,350.0,,Dizel,,,,Bilinmiyor,16.0,,,,,euro 2
Audi,CCTA,2008-2018,1984.0,200.0,280.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,250000.0,152.0,ulev 2
Audi,CABD,2007-2008,1798.0,170.0,250.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,250000.0,154.0,euro 4
Volkswagen,CAWA,2008-2011,1984.0,170.0,280.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,300000.0,152.0,euro 4
Volkswagen,CAWB,2008-2011,1984.0,200.0,280.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,250000.0,152.0,euro 4
Alfa Romeo,AR32310,2000-2010,1970.0,150.0,181.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.0,10w-40,4.4,200000.0,170.0,euro 3
Alfa Romeo,839A6000,2000-2002,2387.0,140.0,305.0,Dizel,Sıra (Inline),5.0,Dökme Demir,Evet,18.45,5w-30,5.0,400000.0,210.0,euro 3
Alfa Romeo,937A5000,2003-2010,1910.0,150.0,305.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,17.5,5w-30,4.7,300000.0,186.0,euro 4
MAN,D2566,,11413.0,,,Dizel,,,,Bilinmiyor,,,,,,
DAF,BE110C,,3920.0,,,Dizel,,,,Bilinmiyor,,,,,,euro 3
DAF,1160,,11600.0,330.0,,,,,,Bilinmiyor,15.0,,,,,
MAN,D2865,,9973.0,,,Dizel,,,,Bilinmiyor,,,,,,
Scania,DSI14,1969,14181.0,350.0,,,,,,Bilinmiyor,,,21.0,,1700.0,euro 2
MAN,D2066,,10518.0,375.0,,Dizel,,,,Bilinmiyor,,,,,,euro 4
Alfa Romeo,AR34102,1998-2002,1996.0,205.0,285.0,Benzin,V,6.0,Alüminyum,Evet,8.0,10w-40,6.1,200000.0,185.0,euro 2
Alfa Romeo,AR32405,2000-2005,2492.0,192.0,218.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.3,10w-40,6.4,280000.0,190.0,euro 3
Alfa Romeo,AR67301,1992-1997,2492.0,165.0,216.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.0,10w-40,6.0,240000.0,180.0,euro 2
Alfa Romeo,AR16105,1999-2003,2959.0,218.0,270.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.0,10w-40,5.9,300000.0,195.0,euro 3
Alfa Romeo,939A5000,2005-2010,2198.0,185.0,230.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),11.3,5w-40,5.4,220000.0,155.0,euro 4
Alfa Romeo,939B1000,2009-2014,1742.0,200.0,320.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,9.5,5w-40,4.8,250000.0,125.0,euro 5
Alfa Romeo,960A1000,2013-2019,1742.0,241.0,345.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,9.25,5w-40,4.8,230000.0,125.0,euro 6
Audi,CAEA,2008-2014,1984.0,180.0,320.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,250000.0,142.0,ulev 2
Audi,CAEB,2008-2013,1984.0,211.0,350.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,240000.0,142.0,ulev 2
Audi,CJSB,2012-2018,1798.0,180.0,280.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,5.2,250000.0,138.0,euro 5
Audi,CJEB,2011-2015,1798.0,170.0,320.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,5.2,275000.0,138.0,euro 5/6
Audi,CJXC,2013-2018,1984.0,300.0,380.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.3,0w-20,5.7,220000.0,140.0,euro 6
Audi,CVKB,since 2016,1984.0,190.0,320.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,11.6,0w-20,5.7,250000.0,132.0,euro 6
Audi,CYRB,since 2015,1984.0,250.0,370.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,0w-20,5.7,240000.0,132.0,euro 6
BMW,S38B38,1992-1996,3795.0,340.0,400.0,Benzin,Sıra (Inline),6.0,Dökme Demir,Bilinmiyor,10.5,"5w-30, 5w-40, 10w-40, 15w-40",5.75,400000.0,,
BMW,B38,since 2013,1499.0,,,Benzin,Sıra (Inline),3.0,Alüminyum,Evet,,"0w-30, 0w-40, 5w-30, 5w-40",4.25,300000.0,,euro 6
Volkswagen,CJSA,since 2012,1798.0,180.0,250.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,5.2,260000.0,138.0,euro 5/6
Volkswagen,CHHA,2013-2018,1984.0,230.0,350.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,0w-20,5.7,230000.0,140.0,euro 6
Volkswagen,CHHB,since 2013,1984.0,220.0,350.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,5.7,240000.0,140.0,euro 6
Volkswagen,CXDA,since 2016,1984.0,227.5,350.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,5.7,250000.0,140.0,euro 5/6
Volkswagen,CZPA,since 2016,1984.0,180.0,320.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,11.6,5w-30,5.7,250000.0,132.0,euro 6
Volkswagen,CZPB,since 2016,1984.0,190.0,320.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,11.6,0w-20,5.7,260000.0,132.0,euro 6
Chevrolet,Z22D1,,2231.0,173.5,375.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.3,5w-30,5.7,300000.0,,euro 5
Chevrolet,Z20D1,2010-2015,1998.0,163.0,355.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.5,5w-30,5.4,320000.0,,euro 5
Chevrolet,Z20S1,2006-2011,1991.0,124.0,290.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,17.5,5w-30,6.2,400000.0,,euro 4
Chevrolet,Z20S,2006-2011,1991.0,150.0,320.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,17.5,5w-30,5.75,380000.0,,euro 4
Chevrolet,X25D1,2000-2014,2492.0,155.0,237.0,Benzin,Sıra (Inline),6.0,Dökme Demir,Hayır (Atmosferik),9.8,5w-30,6.5,260000.0,,euro 3/4
Chevrolet,X20D1,2006-2014,1993.0,141.0,195.0,Benzin,Sıra (Inline),6.0,Dökme Demir,Hayır (Atmosferik),10.2,5w-30,6.4,250000.0,,euro 3/4
Daewoo,A16DMS,1997-2002,1598.0,105.0,145.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,5w-30,3.75,300000.0,127.0,euro 2/3
Chevrolet,F15S3,2002-2011,1498.0,86.0,130.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,5w-30,3.75,320000.0,,euro 3/4
Daewoo,A15SMS,1997-2016,1498.0,83.0,126.5,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,5w-30,3.75,300000.0,117.0,euro 3
Chevrolet,B15D2,,1485.0,106.0,141.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.2,5w-30,3.75,350000.0,,euro 5
Chevrolet,B12D1,2007-2015,1206.0,84.0,114.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.5,5w-30,3.75,300000.0,,euro 4/5
Chevrolet,B12S1,2002-2011,1150.0,72.0,104.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.3,5w-30,3.2,300000.0,,euro 3
Chevrolet,B10D1,,996.0,68.0,93.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.8,5w-30,3.75,250000.0,,euro 4/5
Chevrolet,B10S1,2002-2009,995.0,64.0,91.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.3,5w-30,3.2,200000.0,,euro 3/4
Hyundai,G6AV,1995-2005,2497.0,165.0,215.0,Benzin,V,6.0,Dökme Demir,Hayır (Atmosferik),10.0,5w-40,4.6,200000.0,175.0,euro 2
Daewoo,F8CV,1991-2018,796.0,46.5,65.5,Benzin,Sıra (Inline),3.0,Dökme Demir,Hayır (Atmosferik),9.3,5w-40,2.7,220000.0,82.0,euro 2/3/4
Suzuki,F8B,since 1981,796.0,40.0,60.0,Benzin,Sıra (Inline),3.0,Dökme Demir,Hayır (Atmosferik),8.7,5w-30,2.7,250000.0,,euro 1/2
Daewoo,F10CV,2002-2016,995.0,63.0,88.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.3,5w-30,3.25,220000.0,85.0,euro 2/3/4
Daewoo,G15MF,1994-2008,1498.0,75.0,120.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),8.6,5w-30,3.7,250000.0,117.0,euro 1/2
Daewoo,A15MF,1994-2008,1498.0,87.5,133.5,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.2,5w-30,3.75,300000.0,125.0,euro 1/2
Daewoo,T18SED,2002-2007,1799.0,121.0,165.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.8,5w-30,3.75,320000.0,140.0,euro 3
Opel,X18XE,1995-2000,1799.0,115.0,170.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.8,5w-30,4.0,350000.0,140.0,euro 2
Daewoo,X20SED,1997-2008,1998.0,127.0,180.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.6,5w-30,4.25,350000.0,140.0,euro 2
Opel,X20XEV,1994-2000,1998.0,136.0,185.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.8,5w-30,4.25,350000.0,140.0,euro 2
Daewoo,T22SED,1997-2002,2198.0,136.0,202.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.6,5w-30,5.0,340000.0,145.0,euro 3
Opel,X22XE,1995-1999,2198.0,137.5,202.5,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.5,5w-30,5.0,350000.0,140.0,euro 2
Fiat,187A1000,2000-2012,1108.0,54.0,88.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.6,5w-40,3.5,240000.0,80.0,euro 3/4
Fiat,169A4000,since 2007,1242.0,69.0,102.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),11.1,5w-40,2.8,240000.0,85.0,euro 4/5
Fiat,176A8000,1993-2004,1242.0,73.0,106.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.8,10w-40,3.75,230000.0,85.0,euro 2
Fiat,188A4000,1997-2012,1242.0,60.0,102.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,5w-40,2.8,240000.0,85.0,euro 2/3
Fiat,188A5000,1999-2012,1242.0,80.0,114.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.6,5w-40,2.8,250000.0,105.0,euro 3
Fiat,199A6000,2005-2011,1368.0,95.0,125.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.8,5w-40,2.9,250000.0,105.0,euro 4/5
Fiat,350A1000,since 2005,1368.0,77.0,115.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),11.1,5w-40,2.8,250000.0,90.0,euro 4/5
Fiat,198A1000,2007-2010,1368.0,152.5,230.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.8,5w-40,2.9,230000.0,125.0,euro 4
Fiat,198A4000,2007-2020,1368.0,120.0,206.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.8,5w-40,2.9,250000.0,125.0,euro 4/5
Fiat,955A6000,2009-2015,1368.0,105.0,130.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.8,5w-40,3.4,220000.0,125.0,euro 5
Fiat,955A2000,2009-2014,1368.0,135.0,206.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.8,5w-40,3.5,200000.0,125.0,euro 5
Fiat,310A5011,since 2011,1598.0,112.5,155.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.0,5w-30,4.3,250000.0,127.0,euro 5
Fiat,370A0011,since 2010,1747.0,132.5,182.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.0,5w-30,4.3,270000.0,129.0,euro 5
Fiat,182A3000,1995-1999,1370.0,80.0,112.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.8,5w-40,4.1,200000.0,140.0,euro 2
Fiat,182A2000,1995-2000,1747.0,113.0,154.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.3,5w-40,4.3,275000.0,160.0,euro 2
Fiat,182A1000,1995-1999,1998.0,147.0,186.0,Benzin,Sıra (Inline),5.0,Dökme Demir,Hayır (Atmosferik),10.0,5w-40,5.0,300000.0,185.0,euro 2
Fiat,192A2000,2001-2007,2446.0,170.0,221.0,Benzin,Sıra (Inline),5.0,Dökme Demir,Hayır (Atmosferik),10.5,5w-40,4.7,300000.0,190.0,euro 3
Fiat,182A4000,1996-2001,1581.0,103.0,144.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.1,5w-40,4.0,280000.0,147.0,euro 3
Fiat,182B6000,2000-2012,1596.0,103.0,145.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.5,5w-40,3.9,300000.0,148.0,euro 3/4
Fiat,199B6000,since 2012,875.0,105.0,145.0,Benzin,Sıra (Inline),2.0,Dökme Demir,Evet,10.0,0w-30,3.2,180000.0,85.0,euro 6
Peugeot,DW12MTED4,2007-2013,2179.0,156.0,380.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.6,5w-30,5.2,350000.0,215.0,euro 4/5
Peugeot,DW12CTED4,2010-2015,2179.0,204.0,450.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.0,5w-30,5.3,300000.0,215.0,euro 5
Peugeot,DW12BTED4,2006-2010,2179.0,166.5,370.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.6,5w-30,5.25,300000.0,215.0,euro 4/5
Geely,JLC-4G15,since 2016,1498.0,104.5,139.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.0,5w-30,3.5,280000.0,110.0,euro 5
Geely,JLY-4G15,since 2009,1498.0,102.0,133.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),9.8,5w-30,4.0,300000.0,110.0,euro 4/5
Geely,JLC-4G18,since 2016,1799.0,132.0,170.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.0,5w-30,3.5,300000.0,117.0,euro 5
Geely,JLY-4G18,since 2007,1792.0,129.0,167.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),9.5,5w-30,4.0,300000.0,117.0,euro 4/5
Geely,JLD-4G20,since 2010,1997.0,138.5,184.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),9.5,5w-30,4.5,300000.0,122.0,euro 4/5
Geely,JLD-4G24,since 2010,2378.0,152.0,217.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.0,5w-30,4.5,280000.0,125.0,euro 4/5
Geely,JLE-4G18TD,2015-2019,1799.0,163.0,250.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,9.6,0w-40,5.0,250000.0,150.0,euro 5
Geely,JLE-4G18TDB,since 2017,1799.0,184.0,292.5,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,9.7,0w-40,5.0,250000.0,155.0,euro 5
Geely,JLH-3G15TD,since 2018,1477.0,165.0,260.0,Benzin,Sıra (Inline),3.0,Alüminyum,Evet,10.5,0w-20,5.6,250000.0,,euro 5/6
Volvo,B3154T,since 2017,1477.0,156.0,265.0,Benzin,Sıra (Inline),3.0,Alüminyum,Evet,10.5,0w-20,5.6,220000.0,,euro 6
Geely,JLH-4G20TDB,since 2019,1969.0,238.0,350.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.8,0w-20,5.6,250000.0,,euro 5/6
Volvo,B4204T23,since 2015,1969.0,249.0,350.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.8,0w-20,5.9,280000.0,,euro 5/6
Geely,MR479Q,1998-2016,1342.0,84.0,110.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),9.3,5w-30,3.2,250000.0,126.0,euro 3/4
Toyota,8A-FE,since 1998,1342.0,85.0,115.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.3,5w-30,3.0,250000.0,125.0,euro 3
Geely,MR479QA,2000-2016,1498.0,94.0,128.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),9.6,5w-30,3.2,275000.0,128.0,euro 3/4
Volkswagen,CDAA,2008-2015,1798.0,160.0,250.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,250000.0,144.0,euro 5
Volkswagen,CDAB,2009-2018,1798.0,152.0,250.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,"5w-30, 5w-40",4.6,200000.0,144.0,euro 4
Volkswagen,CCZA,2008-2015,1984.0,200.0,280.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,275000.0,142.0,euro 5
Volkswagen,CCZB,2009-2015,1984.0,211.0,280.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,260000.0,142.0,euro 5
Volkswagen,CCZD,2011-2015,1984.0,180.0,280.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,4.6,250000.0,142.0,euro 5
Chevrolet,LSY,since 2018,1998.0,235.0,350.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.0,0w-20,5.0,250000.0,130.0,euro 6
Chevrolet,LTG,since 2012,1998.0,252.5,375.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,9.5,5w-30,5.7,250000.0,130.0,euro 5/6
Opel,A20NFT,since 2012,1998.0,265.0,400.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,9.5,5w-30,6.05,250000.0,130.0,euro 5
Chevrolet,LUV,2010-2020,1364.0,139.0,200.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.5,5w-30,4.0,250000.0,130.0,euro 5/6
Opel,A14NET/NEL,since 2009,1364.0,140.0,200.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.5,5w-30,4.0,300000.0,120.0,euro 5
Chevrolet,LF1,2009-2016,2994.0,262.5,295.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),11.7,5w-30,5.7,300000.0,185.0,euro 5
Opel,A30XH,since 2010,2994.0,262.5,295.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),11.7,5w-30,5.7,250000.0,200.0,euro 5
Chevrolet,LFX,2011-2020,3564.0,312.5,365.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),11.5,5w-30,5.7,300000.0,175.0,euro 5
Chevrolet,LGX,since 2015,3564.0,322.5,375.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),11.5,5w-30,5.7,300000.0,180.0,euro 5/6
Chevrolet,LLT,2007-2017,3564.0,297.5,365.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),11.3,5w-30,5.7,280000.0,180.0,euro 4/5
Chevrolet,LY7,2003-2012,3564.0,257.5,325.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.2,5w-30,5.7,280000.0,185.0,euro 4
Chevrolet,LE2,since 2016,1399.0,152.5,240.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.0,5w-30,4.0,250000.0,110.0,euro 6
Chevrolet,LFV,since 2014,1490.0,166.0,250.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.0,5w-30,4.0,250000.0,115.0,euro 5/6
Chevrolet,LYX,since 2017,1490.0,170.0,275.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.0,5w-30,5.0,240000.0,115.0,euro 5/6
Chevrolet,LR4,1998-2007,4806.0,270.0,392.5,Benzin,V,8.0,Dökme Demir,Hayır (Atmosferik),9.4,5w-30,5.7,450000.0,,euro 2
Chevrolet,LM7,1999-2007,5327.0,285.0,440.0,Benzin,V,8.0,Alüminyum,Hayır (Atmosferik),9.5,5w-30,5.7,500000.0,,euro 2
Chevrolet,LY2,2006-2017,4806.0,282.5,407.5,Benzin,V,8.0,Dökme Demir,Hayır (Atmosferik),9.1,5w-30,5.7,400000.0,,euro 3/4
Chevrolet,LY5,2006-2014,5327.0,320.0,462.5,Benzin,V,8.0,Dökme Demir,Hayır (Atmosferik),9.9,5w-30,5.7,400000.0,,euro 3/4
Chevrolet,LFA,2007-2013,5972.0,332.0,498.0,Benzin,V,8.0,Alüminyum,Hayır (Atmosferik),10.8,5w-30,5.7,400000.0,,euro 4
Chevrolet,L92,2006-2014,6162.0,400.0,565.0,Benzin,V,8.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,5.7,400000.0,,euro 3/4
Chevrolet,L86,2013-2020,6162.0,417.5,610.0,Benzin,V,8.0,Alüminyum,Hayır (Atmosferik),11.5,0w-20,7.6,300000.0,,euro 5
Chevrolet,LH7,2017-2019,1598.0,136.0,320.0,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,16.0,5w-30,5.0,250000.0,160.0,euro 6
Geely,GW4G15,since 2008,1497.0,100.0,135.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,3.5,250000.0,115.0,euro 4
Geely,GW4G15B,since 2013,1497.0,146.5,206.5,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,9.3,5w-30,4.3,200000.0,115.0,euro 5
Geely,GW4G15K,since 2020,1497.0,143.0,210.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,9.3,5w-30,3.8,220000.0,115.0,euro 5
Geely,GW491QE,2001-2011,2237.0,107.5,190.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),8.8,5w-40,4.2,300000.0,126.0,euro 2/3
Toyota,4Y-E,1985-1996,2237.0,105.0,185.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.0,5w-30,3.5,250000.0,155.0,euro 2-4
Geely,4G63S4M,since 2004,1997.0,119.0,175.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.0,10w-40,4.3,250000.0,170.0,euro 4/5
Geely,4G63S4T,since 2012,1997.0,163.5,250.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.3,10w-40,4.3,220000.0,175.0,euro 4/5
Geely,4G64S4M,since 2004,2351.0,129.0,190.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,10w-40,4.3,300000.0,167.0,euro 4
Geely,4G69S4N,since 2009,2378.0,136.0,202.5,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.8,10w-40,4.3,320000.0,165.0,euro 4/5
Geely,GW4B15,since 2018,1499.0,160.0,282.5,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,9.6,0w-30,4.8,200000.0,115.0,euro 5
Geely,GW4B15A,since 2020,1499.0,160.0,282.5,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,9.6,0w-30,4.0,220000.0,115.0,euro 5
Geely,GW4B15D,since 2021,1499.0,150.0,230.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,11.8,0w-20,4.0,200000.0,115.0,euro 5
Geely,GW4C20,2013-2019,1967.0,204.0,317.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-40,5.5,220000.0,175.0,euro 5
Geely,GW4C20A,since 2017,1967.0,245.0,350.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,10.0,5w-40,5.5,220000.0,175.0,euro 5
Geely,GW4C20B,since 2019,1967.0,218.0,380.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-30,5.5,230000.0,180.0,euro 6
Geely,GW4C20NT,since 2018,1967.0,190.0,340.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Evet,9.6,5w-40,5.0,240000.0,175.0,euro 5
Geely,GW2.8TC,2006-2011,2771.0,95.0,225.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,17.2,10w-40,5.2,250000.0,240.0,euro 3
Isuzu,4JB1,1988-1998,2771.0,,,Dizel,Sıra (Inline),4.0,Dökme Demir,Bilinmiyor,,5w-40,4.2,450000.0,240.0,
Geely,GW4D20,since 2010,1996.0,145.0,310.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.7,"5w-40, 10w-40",5.5,250000.0,215.0,euro 4/5
Geely,GW4D20B,since 2011,1996.0,140.0,305.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.7,0w-30,6.2,220000.0,210.0,euro 5
Geely,GW4D20D,since 2018,1996.0,143.0,315.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.3,5w-30,5.3,270000.0,210.0,euro 5
Geely,GW4D20T,since 2017,1996.0,190.0,420.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.0,5w-30,5.5,250000.0,210.0,euro 5
Hyundai,G4EA,1994-1999,1341.0,71.0,110.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.5,"5w-40, 10w-40",3.8,300000.0,99.7,euro 1
